신호 추적 로그 - BTC_USDT (Long)
생성 일시: 2026-05-05 02:10:33.376754
신호 조건: prob >= 0.35, TP=4.50%, SL=-1.50%, horizon=72 bars

총 신호 903건 | 적중률 48.95%

========================================================================================================================
date                | prob   | MFE%    | MAE%    | result | ret%    | bars | reason
------------------------------------------------------------------------------------------------------------------------
2025-11-28 09:55:00 | 37.19% |  +1.492% |  -0.462% | WIN    |  +0.837% |   72 | 시간종료 양수
2025-11-28 10:00:00 | 37.20% |  +1.572% |  -0.385% | WIN    |  +0.743% |   72 | 시간종료 양수
2025-11-28 10:05:00 | 37.23% |  +1.618% |  -0.339% | WIN    |  +0.579% |   72 | 시간종료 양수
2025-11-28 10:10:00 | 37.29% |  +1.571% |  -0.385% | WIN    |  +0.402% |   72 | 시간종료 양수
2025-11-28 10:15:00 | 37.35% |  +1.512% |  -0.443% | WIN    |  +0.444% |   72 | 시간종료 양수
2025-11-28 10:20:00 | 37.37% |  +1.478% |  -0.476% | LOSS   |  -0.242% |   72 | SL/음수 종료
2025-11-28 10:25:00 | 37.36% |  +1.527% |  -0.428% | LOSS   |  -0.401% |   72 | SL/음수 종료
2025-11-28 10:30:00 | 37.25% |  +1.477% |  -0.478% | LOSS   |  -0.244% |   72 | SL/음수 종료
2025-11-28 10:35:00 | 37.15% |  +1.430% |  -0.524% | LOSS   |  -0.236% |   72 | SL/음수 종료
2025-11-28 10:40:00 | 37.03% |  +1.458% |  -0.496% | LOSS   |  -0.053% |   72 | SL/음수 종료
2025-11-28 10:45:00 | 36.90% |  +1.484% |  -0.470% | LOSS   |  -0.142% |   72 | SL/음수 종료
2025-11-28 10:50:00 | 36.74% |  +1.210% |  -0.739% | LOSS   |  -0.587% |   72 | SL/음수 종료
2025-12-01 02:25:00 | 37.60% |  +0.017% |  -1.534% | LOSS   |  -1.534% |   24 | SL 선터치
2025-12-01 02:30:00 | 37.44% |  +0.000% |  -1.551% | LOSS   |  -1.551% |   23 | SL 선터치
2025-12-01 02:35:00 | 37.29% |  +0.157% |  -1.174% | WIN    |  +0.023% |   72 | 시간종료 양수
2025-12-03 07:10:00 | 37.41% |  +0.157% |  -0.520% | LOSS   |  -0.288% |   72 | SL/음수 종료
2025-12-03 07:15:00 | 37.40% |  +0.513% |  -0.167% | WIN    |  +0.213% |   72 | 시간종료 양수
2025-12-03 07:20:00 | 37.48% |  +0.232% |  -0.446% | LOSS   |  -0.114% |   72 | SL/음수 종료
2025-12-03 07:25:00 | 37.52% |  +0.336% |  -0.343% | LOSS   |  -0.035% |   72 | SL/음수 종료
2025-12-03 07:30:00 | 37.53% |  +0.354% |  -0.325% | WIN    |  +0.075% |   72 | 시간종료 양수
2025-12-03 07:35:00 | 37.55% |  +0.346% |  -0.333% | WIN    |  +0.053% |   72 | 시간종료 양수
2025-12-03 07:40:00 | 37.57% |  +0.275% |  -0.403% | WIN    |  +0.114% |   72 | 시간종료 양수
2025-12-03 07:45:00 | 37.60% |  +0.317% |  -0.362% | WIN    |  +0.160% |   72 | 시간종료 양수
2025-12-03 07:50:00 | 37.63% |  +0.346% |  -0.333% | WIN    |  +0.132% |   72 | 시간종료 양수
2025-12-03 07:55:00 | 37.63% |  +0.373% |  -0.306% | WIN    |  +0.130% |   72 | 시간종료 양수
2025-12-03 08:00:00 | 37.63% |  +0.281% |  -1.427% | LOSS   |  -1.427% |   72 | SL/음수 종료
2025-12-03 08:05:00 | 37.64% |  +0.455% |  -1.256% | LOSS   |  -0.926% |   72 | SL/음수 종료
2025-12-03 08:10:00 | 37.65% |  +0.394% |  -1.316% | LOSS   |  -1.029% |   72 | SL/음수 종료
2025-12-03 08:15:00 | 37.64% |  +0.554% |  -1.159% | LOSS   |  -0.521% |   72 | SL/음수 종료
2025-12-03 08:20:00 | 37.61% |  +0.537% |  -1.175% | LOSS   |  -0.600% |   72 | SL/음수 종료
2025-12-03 08:25:00 | 37.55% |  +0.473% |  -1.239% | LOSS   |  -0.396% |   72 | SL/음수 종료
2025-12-03 08:30:00 | 37.49% |  +0.576% |  -1.138% | LOSS   |  -0.682% |   72 | SL/음수 종료
2025-12-03 08:35:00 | 37.45% |  +0.551% |  -1.162% | LOSS   |  -0.236% |   72 | SL/음수 종료
2025-12-03 08:40:00 | 37.43% |  +0.733% |  -1.134% | WIN    |  +0.733% |   72 | 시간종료 양수
2025-12-03 08:45:00 | 37.36% |  +0.736% |  -1.131% | WIN    |  +0.152% |   72 | 시간종료 양수
2025-12-03 08:50:00 | 37.26% |  +0.835% |  -1.034% | LOSS   |  -0.044% |   72 | SL/음수 종료
2025-12-03 08:55:00 | 37.21% |  +0.785% |  -1.083% | LOSS   |  -0.445% |   72 | SL/음수 종료
2025-12-03 09:00:00 | 37.17% |  +0.636% |  -1.229% | WIN    |  +0.028% |   72 | 시간종료 양수
2025-12-03 09:05:00 | 37.07% |  +0.747% |  -1.120% | LOSS   |  -0.263% |   72 | SL/음수 종료
2025-12-03 09:10:00 | 37.00% |  +0.545% |  -1.319% | LOSS   |  -0.806% |   72 | SL/음수 종료
2025-12-03 09:15:00 | 36.90% |  +0.629% |  -1.236% | LOSS   |  -0.774% |   72 | SL/음수 종료
2025-12-03 15:50:00 | 37.95% |  +1.145% |  -0.581% | WIN    |  +1.126% |   72 | 시간종료 양수
2025-12-03 15:55:00 | 37.92% |  +1.431% |  -0.519% | WIN    |  +1.431% |   72 | 시간종료 양수
2025-12-03 16:00:00 | 37.88% |  +1.545% |  -0.408% | WIN    |  +1.355% |   72 | 시간종료 양수
2025-12-03 16:05:00 | 37.86% |  +1.960% |  +0.000% | WIN    |  +1.762% |   72 | 시간종료 양수
2025-12-05 10:20:00 | 37.48% |  +0.220% |  -1.998% | LOSS   |  -1.998% |   69 | SL 선터치
2025-12-05 10:25:00 | 37.51% |  +0.177% |  -2.040% | LOSS   |  -2.040% |   68 | SL 선터치
2025-12-05 10:30:00 | 37.55% |  +0.148% |  -2.068% | LOSS   |  -2.068% |   67 | SL 선터치
2025-12-05 10:35:00 | 37.51% |  +0.173% |  -2.044% | LOSS   |  -2.044% |   66 | SL 선터치
2025-12-05 10:40:00 | 37.44% |  +0.039% |  -1.513% | LOSS   |  -1.513% |   49 | SL 선터치
2025-12-05 10:45:00 | 37.34% |  +0.209% |  -2.008% | LOSS   |  -2.008% |   64 | SL 선터치
2025-12-05 10:50:00 | 37.26% |  +0.136% |  -2.079% | LOSS   |  -2.079% |   63 | SL 선터치
2025-12-05 10:55:00 | 37.15% |  +0.263% |  -1.955% | LOSS   |  -1.955% |   62 | SL 선터치
2025-12-05 11:00:00 | 37.06% |  +0.178% |  -2.039% | LOSS   |  -2.039% |   61 | SL 선터치
2025-12-08 10:00:00 | 36.75% |  +0.380% |  -1.749% | LOSS   |  -1.749% |   62 | SL 선터치
2025-12-08 10:05:00 | 36.87% |  +0.288% |  -1.535% | LOSS   |  -1.535% |   60 | SL 선터치
2025-12-08 10:10:00 | 36.91% |  +0.180% |  -1.641% | LOSS   |  -1.641% |   59 | SL 선터치
2025-12-08 10:15:00 | 36.96% |  +0.154% |  -1.667% | LOSS   |  -1.667% |   58 | SL 선터치
2025-12-08 10:20:00 | 37.03% |  +0.175% |  -1.646% | LOSS   |  -1.646% |   57 | SL 선터치
2025-12-08 10:25:00 | 36.96% |  +0.162% |  -1.659% | LOSS   |  -1.659% |   56 | SL 선터치
2025-12-08 10:30:00 | 36.83% |  +0.047% |  -1.772% | LOSS   |  -1.772% |   55 | SL 선터치
2025-12-09 10:05:00 | 36.09% |  +3.364% |  -0.074% | WIN    |  +3.364% |   72 | 시간종료 양수
2025-12-09 10:10:00 | 36.12% |  +3.616% |  -0.212% | WIN    |  +3.616% |   72 | 시간종료 양수
2025-12-09 10:15:00 | 36.13% |  +3.629% |  -0.200% | WIN    |  +3.519% |   72 | 시간종료 양수
2025-12-09 10:20:00 | 36.12% |  +3.647% |  -0.239% | WIN    |  +3.647% |   72 | 시간종료 양수
2025-12-09 10:25:00 | 36.11% |  +3.666% |  -0.220% | WIN    |  +3.540% |   72 | 시간종료 양수
2025-12-10 11:25:00 | 37.04% |  +0.148% |  -0.651% | LOSS   |  -0.023% |   72 | SL/음수 종료
2025-12-10 11:30:00 | 37.04% |  +0.222% |  -0.577% | WIN    |  +0.127% |   72 | 시간종료 양수
2025-12-10 11:35:00 | 37.02% |  +0.390% |  -0.411% | WIN    |  +0.324% |   72 | 시간종료 양수
2025-12-10 11:40:00 | 37.05% |  +0.543% |  -0.260% | WIN    |  +0.507% |   72 | 시간종료 양수
2025-12-10 11:45:00 | 37.21% |  +0.538% |  -0.270% | WIN    |  +0.538% |   72 | 시간종료 양수
2025-12-10 11:50:00 | 37.28% |  +0.483% |  -0.325% | WIN    |  +0.415% |   72 | 시간종료 양수
2025-12-10 11:55:00 | 37.24% |  +0.392% |  -0.415% | WIN    |  +0.294% |   72 | 시간종료 양수
2025-12-10 12:00:00 | 37.18% |  +0.445% |  -0.362% | WIN    |  +0.297% |   72 | 시간종료 양수
2025-12-10 12:05:00 | 37.10% |  +0.438% |  -0.370% | WIN    |  +0.301% |   72 | 시간종료 양수
2025-12-10 12:10:00 | 36.99% |  +0.468% |  -0.340% | WIN    |  +0.379% |   72 | 시간종료 양수
2025-12-10 12:15:00 | 36.86% |  +0.486% |  -0.322% | WIN    |  +0.223% |   72 | 시간종료 양수
2025-12-10 12:20:00 | 36.76% |  +0.450% |  -0.357% | LOSS   |  -0.018% |   72 | SL/음수 종료
2025-12-10 12:25:00 | 36.67% |  +0.503% |  -0.305% | WIN    |  +0.239% |   72 | 시간종료 양수
2025-12-21 12:00:00 | 37.32% |  +0.227% |  -1.132% | LOSS   |  -0.533% |   72 | SL/음수 종료
2025-12-22 09:20:00 | 37.07% |  +0.847% |  +0.000% | WIN    |  +0.032% |   72 | 시간종료 양수
2025-12-22 09:25:00 | 37.12% |  +0.798% |  -0.017% | WIN    |  +0.031% |   72 | 시간종료 양수
2025-12-22 09:30:00 | 37.18% |  +0.655% |  -0.186% | LOSS   |  -0.186% |   72 | SL/음수 종료
2025-12-22 09:35:00 | 37.22% |  +0.713% |  -0.401% | LOSS   |  -0.401% |   72 | SL/음수 종료
2025-12-22 09:40:00 | 37.18% |  +0.783% |  -0.331% | LOSS   |  -0.211% |   72 | SL/음수 종료
2025-12-22 09:45:00 | 37.18% |  +0.671% |  -0.442% | LOSS   |  -0.233% |   72 | SL/음수 종료
2025-12-22 09:50:00 | 37.11% |  +0.676% |  -0.437% | LOSS   |  -0.099% |   72 | SL/음수 종료
2025-12-22 09:55:00 | 37.04% |  +0.532% |  -0.580% | LOSS   |  -0.098% |   72 | SL/음수 종료
2025-12-22 10:00:00 | 36.99% |  +0.725% |  -0.389% | WIN    |  +0.223% |   72 | 시간종료 양수
2025-12-22 10:05:00 | 37.01% |  +0.733% |  -0.381% | WIN    |  +0.118% |   72 | 시간종료 양수
2025-12-22 10:10:00 | 36.99% |  +0.690% |  -0.424% | WIN    |  +0.146% |   72 | 시간종료 양수
2025-12-22 10:15:00 | 36.99% |  +0.621% |  -0.492% | WIN    |  +0.227% |   72 | 시간종료 양수
2025-12-25 17:35:00 | 37.54% |  +0.299% |  -1.060% | LOSS   |  -1.060% |   72 | SL/음수 종료
2025-12-25 17:40:00 | 37.49% |  +0.280% |  -1.138% | LOSS   |  -1.138% |   72 | SL/음수 종료
2025-12-25 17:45:00 | 37.44% |  +0.173% |  -1.242% | LOSS   |  -1.129% |   72 | SL/음수 종료
2025-12-29 05:15:00 | 37.80% |  +0.023% |  -1.537% | LOSS   |  -1.537% |   51 | SL 선터치
2025-12-29 05:20:00 | 37.76% |  +0.014% |  -1.546% | LOSS   |  -1.546% |   50 | SL 선터치
2025-12-29 05:25:00 | 37.68% |  +0.048% |  -1.512% | LOSS   |  -1.512% |   49 | SL 선터치
2025-12-29 05:30:00 | 37.59% |  +0.058% |  -1.503% | LOSS   |  -1.503% |   48 | SL 선터치
2025-12-29 05:35:00 | 37.50% |  +0.025% |  -1.535% | LOSS   |  -1.535% |   47 | SL 선터치
2025-12-29 05:40:00 | 37.42% |  +0.000% |  -1.560% | LOSS   |  -1.560% |   46 | SL 선터치
2025-12-29 05:45:00 | 37.32% |  +0.051% |  -1.509% | LOSS   |  -1.509% |   45 | SL 선터치
2025-12-29 05:50:00 | 37.20% |  +0.172% |  -1.584% | LOSS   |  -1.584% |   45 | SL 선터치
2025-12-29 05:55:00 | 37.11% |  +0.156% |  -1.600% | LOSS   |  -1.600% |   44 | SL 선터치
2025-12-29 06:00:00 | 37.01% |  +0.243% |  -1.515% | LOSS   |  -1.515% |   43 | SL 선터치
2025-12-29 06:05:00 | 36.97% |  +0.181% |  -1.575% | LOSS   |  -1.575% |   42 | SL 선터치
2025-12-29 10:30:00 | 38.12% |  +0.157% |  -1.152% | LOSS   |  -0.371% |   72 | SL/음수 종료
2025-12-29 10:35:00 | 38.23% |  +0.190% |  -1.120% | LOSS   |  -0.329% |   72 | SL/음수 종료
2025-12-29 10:40:00 | 38.32% |  +0.180% |  -1.129% | LOSS   |  -0.357% |   72 | SL/음수 종료
2025-12-29 10:45:00 | 38.36% |  +0.239% |  -1.071% | LOSS   |  -0.177% |   72 | SL/음수 종료
2025-12-29 10:50:00 | 38.39% |  +0.181% |  -1.128% | LOSS   |  -0.421% |   72 | SL/음수 종료
2025-12-29 10:55:00 | 38.41% |  +0.346% |  -0.965% | LOSS   |  -0.177% |   72 | SL/음수 종료
2025-12-29 11:15:00 | 38.32% |  +0.341% |  -0.971% | LOSS   |  -0.169% |   72 | SL/음수 종료
2025-12-29 11:20:00 | 38.23% |  +0.393% |  -0.918% | LOSS   |  -0.225% |   72 | SL/음수 종료
2025-12-29 11:25:00 | 38.12% |  +0.393% |  -0.919% | LOSS   |  -0.350% |   72 | SL/음수 종료
2025-12-29 11:30:00 | 37.98% |  +0.391% |  -0.921% | LOSS   |  -0.291% |   72 | SL/음수 종료
2025-12-29 11:35:00 | 37.84% |  +0.502% |  -0.811% | LOSS   |  -0.178% |   72 | SL/음수 종료
2025-12-29 11:40:00 | 37.74% |  +0.518% |  -0.795% | LOSS   |  -0.051% |   72 | SL/음수 종료
2025-12-29 11:45:00 | 37.66% |  +0.508% |  -0.805% | WIN    |  +0.131% |   72 | 시간종료 양수
2025-12-29 11:50:00 | 37.54% |  +0.516% |  -0.798% | WIN    |  +0.187% |   72 | 시간종료 양수
2025-12-29 11:55:00 | 37.37% |  +0.598% |  -0.716% | WIN    |  +0.331% |   72 | 시간종료 양수
2025-12-29 12:00:00 | 37.25% |  +0.565% |  -0.749% | WIN    |  +0.401% |   72 | 시간종료 양수
2025-12-29 12:05:00 | 37.23% |  +1.195% |  -0.128% | WIN    |  +0.792% |   72 | 시간종료 양수
2026-01-02 11:05:00 | 37.18% |  +1.359% |  -1.009% | WIN    |  +1.188% |   72 | 시간종료 양수
2026-01-02 11:10:00 | 37.27% |  +1.351% |  -1.016% | WIN    |  +1.220% |   72 | 시간종료 양수
2026-01-02 11:15:00 | 37.33% |  +1.495% |  -0.986% | WIN    |  +1.495% |   72 | 시간종료 양수
2026-01-02 11:20:00 | 37.47% |  +1.463% |  -1.017% | WIN    |  +1.231% |   72 | 시간종료 양수
2026-01-02 11:25:00 | 37.52% |  +1.656% |  -0.829% | WIN    |  +1.391% |   72 | 시간종료 양수
2026-01-02 11:30:00 | 37.46% |  +1.575% |  -0.908% | WIN    |  +1.138% |   72 | 시간종료 양수
2026-01-02 11:35:00 | 37.41% |  +1.520% |  -0.961% | WIN    |  +1.106% |   72 | 시간종료 양수
2026-01-02 11:40:00 | 37.35% |  +1.465% |  -1.016% | WIN    |  +1.107% |   72 | 시간종료 양수
2026-01-02 11:45:00 | 37.27% |  +1.463% |  -1.017% | WIN    |  +0.810% |   72 | 시간종료 양수
2026-01-02 11:50:00 | 37.19% |  +1.448% |  -1.032% | WIN    |  +0.898% |   72 | 시간종료 양수
2026-01-02 11:55:00 | 37.09% |  +1.495% |  -0.986% | WIN    |  +0.974% |   72 | 시간종료 양수
2026-01-02 12:00:00 | 36.99% |  +1.557% |  -0.925% | WIN    |  +1.232% |   72 | 시간종료 양수
2026-01-02 12:05:00 | 36.94% |  +1.621% |  -0.862% | WIN    |  +1.024% |   72 | 시간종료 양수
2026-01-02 12:10:00 | 36.86% |  +1.521% |  -0.960% | WIN    |  +0.973% |   72 | 시간종료 양수
2026-01-02 12:15:00 | 36.80% |  +1.413% |  -1.066% | WIN    |  +0.989% |   72 | 시간종료 양수
2026-01-02 12:20:00 | 36.74% |  +1.497% |  -0.984% | WIN    |  +0.952% |   72 | 시간종료 양수
2026-01-02 12:25:00 | 36.68% |  +1.535% |  -0.947% | WIN    |  +0.935% |   72 | 시간종료 양수
2026-01-05 02:45:00 | 37.68% |  +0.205% |  -0.742% | LOSS   |  -0.521% |   72 | SL/음수 종료
2026-01-05 02:50:00 | 37.59% |  +0.095% |  -0.850% | LOSS   |  -0.579% |   72 | SL/음수 종료
2026-01-05 02:55:00 | 37.49% |  +0.128% |  -0.818% | LOSS   |  -0.597% |   72 | SL/음수 종료
2026-01-05 03:00:00 | 37.36% |  +0.000% |  -0.944% | LOSS   |  -0.857% |   72 | SL/음수 종료
2026-01-07 10:15:00 | 37.37% |  +0.455% |  -0.705% | LOSS   |  -0.243% |   72 | SL/음수 종료
2026-01-07 10:20:00 | 37.44% |  +0.500% |  -0.660% | LOSS   |  -0.092% |   72 | SL/음수 종료
2026-01-07 10:25:00 | 37.49% |  +0.479% |  -0.681% | LOSS   |  -0.210% |   72 | SL/음수 종료
2026-01-07 10:30:00 | 37.51% |  +0.341% |  -0.818% | LOSS   |  -0.572% |   72 | SL/음수 종료
2026-01-07 10:35:00 | 37.52% |  +0.359% |  -0.800% | LOSS   |  -0.633% |   72 | SL/음수 종료
2026-01-07 10:40:00 | 37.51% |  +0.385% |  -0.775% | LOSS   |  -0.458% |   72 | SL/음수 종료
2026-01-07 10:45:00 | 37.44% |  +0.316% |  -0.842% | LOSS   |  -0.647% |   72 | SL/음수 종료
2026-01-07 10:50:00 | 37.33% |  +0.315% |  -0.844% | LOSS   |  -0.744% |   72 | SL/음수 종료
2026-01-07 10:55:00 | 37.19% |  +0.291% |  -0.867% | LOSS   |  -0.762% |   72 | SL/음수 종료
2026-01-07 11:00:00 | 37.02% |  +0.205% |  -0.952% | LOSS   |  -0.873% |   72 | SL/음수 종료
2026-01-07 11:05:00 | 36.88% |  +0.093% |  -1.063% | LOSS   |  -0.933% |   72 | SL/음수 종료
2026-01-07 11:10:00 | 36.75% |  +0.122% |  -1.034% | LOSS   |  -0.925% |   72 | SL/음수 종료
2026-01-08 08:50:00 | 37.02% |  +0.279% |  -0.861% | LOSS   |  -0.222% |   72 | SL/음수 종료
2026-01-08 08:55:00 | 37.08% |  +0.251% |  -0.889% | LOSS   |  -0.237% |   72 | SL/음수 종료
2026-01-08 09:00:00 | 37.11% |  +0.178% |  -0.960% | LOSS   |  -0.452% |   72 | SL/음수 종료
2026-01-08 09:05:00 | 37.22% |  +0.107% |  -1.030% | LOSS   |  -0.050% |   72 | SL/음수 종료
2026-01-08 09:10:00 | 37.28% |  +0.163% |  -0.975% | WIN    |  +0.007% |   72 | 시간종료 양수
2026-01-08 09:15:00 | 37.21% |  +0.268% |  -0.871% | WIN    |  +0.212% |   72 | 시간종료 양수
2026-01-08 09:20:00 | 37.22% |  +0.418% |  -0.753% | WIN    |  +0.418% |   72 | 시간종료 양수
2026-01-08 09:25:00 | 37.19% |  +0.633% |  -0.652% | WIN    |  +0.633% |   72 | 시간종료 양수
2026-01-08 09:30:00 | 37.14% |  +0.561% |  -0.723% | WIN    |  +0.439% |   72 | 시간종료 양수
2026-01-08 09:35:00 | 37.14% |  +0.646% |  -0.639% | WIN    |  +0.458% |   72 | 시간종료 양수
2026-01-08 09:40:00 | 37.11% |  +0.593% |  -0.692% | WIN    |  +0.458% |   72 | 시간종료 양수
2026-01-08 09:45:00 | 37.06% |  +0.524% |  -0.760% | WIN    |  +0.303% |   72 | 시간종료 양수
2026-01-08 09:50:00 | 37.05% |  +0.575% |  -0.709% | WIN    |  +0.386% |   72 | 시간종료 양수
2026-01-08 09:55:00 | 37.03% |  +0.861% |  -0.641% | WIN    |  +0.861% |   72 | 시간종료 양수
2026-01-08 10:00:00 | 37.02% |  +1.032% |  -0.473% | WIN    |  +0.893% |   72 | 시간종료 양수
2026-01-08 10:05:00 | 37.09% |  +0.879% |  -0.623% | WIN    |  +0.806% |   72 | 시간종료 양수
2026-01-08 10:10:00 | 37.10% |  +0.952% |  -0.551% | WIN    |  +0.854% |   72 | 시간종료 양수
2026-01-08 10:15:00 | 37.07% |  +0.837% |  -0.665% | WIN    |  +0.534% |   72 | 시간종료 양수
2026-01-08 10:20:00 | 37.02% |  +0.605% |  -0.894% | WIN    |  +0.361% |   72 | 시간종료 양수
2026-01-08 10:25:00 | 36.96% |  +0.646% |  -0.852% | WIN    |  +0.519% |   72 | 시간종료 양수
2026-01-08 10:30:00 | 36.89% |  +0.605% |  -0.893% | WIN    |  +0.278% |   72 | 시간종료 양수
2026-01-09 09:25:00 | 36.98% |  +1.394% |  -0.452% | WIN    |  +1.394% |   72 | 시간종료 양수
2026-01-09 09:30:00 | 37.05% |  +1.643% |  -0.431% | WIN    |  +1.643% |   72 | 시간종료 양수
2026-01-09 09:35:00 | 37.08% |  +1.717% |  -0.360% | WIN    |  +1.423% |   72 | 시간종료 양수
2026-01-09 09:40:00 | 37.08% |  +1.684% |  -0.391% | WIN    |  +0.977% |   72 | 시간종료 양수
2026-01-09 09:45:00 | 37.07% |  +1.676% |  -0.400% | WIN    |  +0.992% |   72 | 시간종료 양수
2026-01-09 09:50:00 | 37.06% |  +1.632% |  -0.442% | WIN    |  +0.704% |   72 | 시간종료 양수
2026-01-09 09:55:00 | 37.05% |  +1.703% |  -0.373% | WIN    |  +0.921% |   72 | 시간종료 양수
2026-01-09 10:00:00 | 37.03% |  +1.766% |  -0.311% | WIN    |  +1.273% |   72 | 시간종료 양수
2026-01-09 10:05:00 | 37.05% |  +1.588% |  -0.485% | WIN    |  +1.008% |   72 | 시간종료 양수
2026-01-09 10:10:00 | 37.09% |  +1.636% |  -0.438% | WIN    |  +1.507% |   72 | 시간종료 양수
2026-01-09 10:15:00 | 37.10% |  +1.592% |  -0.482% | WIN    |  +1.305% |   72 | 시간종료 양수
2026-01-09 10:20:00 | 37.09% |  +1.519% |  -0.553% | WIN    |  +1.095% |   72 | 시간종료 양수
2026-01-09 10:25:00 | 37.09% |  +1.593% |  -0.481% | WIN    |  +1.037% |   72 | 시간종료 양수
2026-01-09 10:30:00 | 37.07% |  +1.550% |  -0.523% | WIN    |  +0.908% |   72 | 시간종료 양수
2026-01-09 10:35:00 | 37.04% |  +1.494% |  -0.578% | WIN    |  +0.888% |   72 | 시간종료 양수
2026-01-09 10:40:00 | 37.00% |  +1.516% |  -0.556% | WIN    |  +1.052% |   72 | 시간종료 양수
2026-01-09 10:45:00 | 36.94% |  +1.506% |  -0.566% | WIN    |  +1.060% |   72 | 시간종료 양수
2026-01-09 10:50:00 | 36.86% |  +1.506% |  -0.566% | WIN    |  +1.199% |   72 | 시간종료 양수
2026-01-09 10:55:00 | 36.76% |  +1.542% |  -0.530% | WIN    |  +1.260% |   72 | 시간종료 양수
2026-01-09 11:00:00 | 36.66% |  +1.447% |  -0.624% | WIN    |  +1.152% |   72 | 시간종료 양수
2026-01-12 04:20:00 | 37.56% |  +0.216% |  -1.633% | LOSS   |  -1.633% |   52 | SL 선터치
2026-01-12 04:25:00 | 37.48% |  +0.231% |  -1.618% | LOSS   |  -1.618% |   51 | SL 선터치
2026-01-12 04:30:00 | 37.37% |  +0.105% |  -1.504% | LOSS   |  -1.504% |   49 | SL 선터치
2026-01-12 04:35:00 | 37.28% |  +0.068% |  -1.540% | LOSS   |  -1.540% |   48 | SL 선터치
2026-01-12 04:40:00 | 37.19% |  +0.066% |  -1.542% | LOSS   |  -1.542% |   47 | SL 선터치
2026-01-12 04:45:00 | 37.05% |  +0.000% |  -1.608% | LOSS   |  -1.608% |   46 | SL 선터치
2026-01-12 09:20:00 | 37.17% |  +0.384% |  -0.734% | WIN    |  +0.384% |   72 | 시간종료 양수
2026-01-12 09:25:00 | 37.22% |  +0.567% |  -0.651% | WIN    |  +0.567% |   72 | 시간종료 양수
2026-01-12 09:30:00 | 37.24% |  +0.490% |  -0.798% | WIN    |  +0.490% |   72 | 시간종료 양수
2026-01-12 09:35:00 | 37.26% |  +0.791% |  -0.630% | WIN    |  +0.791% |   72 | 시간종료 양수
2026-01-12 09:40:00 | 37.29% |  +0.759% |  -0.683% | WIN    |  +0.759% |   72 | 시간종료 양수
2026-01-12 09:45:00 | 37.31% |  +0.745% |  -0.697% | WIN    |  +0.711% |   72 | 시간종료 양수
2026-01-12 09:50:00 | 37.32% |  +0.850% |  -0.606% | WIN    |  +0.850% |   72 | 시간종료 양수
2026-01-12 09:55:00 | 37.33% |  +1.090% |  -0.518% | WIN    |  +1.090% |   72 | 시간종료 양수
2026-01-12 10:00:00 | 37.32% |  +1.161% |  -0.580% | WIN    |  +1.161% |   72 | 시간종료 양수
2026-01-12 10:05:00 | 37.37% |  +1.245% |  -0.547% | WIN    |  +1.245% |   72 | 시간종료 양수
2026-01-12 10:10:00 | 37.36% |  +1.276% |  -0.516% | WIN    |  +1.223% |   72 | 시간종료 양수
2026-01-12 10:15:00 | 37.29% |  +1.264% |  -0.528% | WIN    |  +1.041% |   72 | 시간종료 양수
2026-01-12 10:20:00 | 37.20% |  +1.404% |  -0.399% | WIN    |  +1.404% |   72 | 시간종료 양수
2026-01-12 10:25:00 | 37.10% |  +1.835% |  -0.374% | WIN    |  +1.835% |   72 | 시간종료 양수
2026-01-12 10:30:00 | 37.02% |  +1.796% |  -0.413% | WIN    |  +1.602% |   72 | 시간종료 양수
2026-01-12 10:35:00 | 36.96% |  +1.782% |  -0.427% | WIN    |  +1.618% |   72 | 시간종료 양수
2026-01-12 10:40:00 | 36.88% |  +1.861% |  -0.349% | WIN    |  +1.814% |   72 | 시간종료 양수
2026-01-12 10:45:00 | 36.80% |  +1.924% |  -0.288% | WIN    |  +1.734% |   72 | 시간종료 양수
2026-01-12 10:50:00 | 36.73% |  +1.978% |  -0.235% | WIN    |  +1.903% |   72 | 시간종료 양수
2026-01-12 10:55:00 | 36.72% |  +1.974% |  -0.239% | WIN    |  +1.875% |   72 | 시간종료 양수
2026-01-13 10:35:00 | 36.60% |  +1.430% |  -0.387% | WIN    |  +1.414% |   72 | 시간종료 양수
2026-01-13 10:40:00 | 36.59% |  +1.667% |  -0.155% | WIN    |  +1.616% |   72 | 시간종료 양수
2026-01-15 10:50:00 | 36.98% |  +0.271% |  -1.452% | LOSS   |  -0.240% |   72 | SL/음수 종료
2026-01-15 10:55:00 | 36.97% |  +0.328% |  -1.396% | LOSS   |  -0.103% |   72 | SL/음수 종료
2026-01-15 11:00:00 | 36.94% |  +0.346% |  -1.378% | LOSS   |  -0.125% |   72 | SL/음수 종료
2026-01-15 11:05:00 | 36.92% |  +0.400% |  -1.325% | LOSS   |  -0.250% |   72 | SL/음수 종료
2026-01-15 11:10:00 | 36.93% |  +0.395% |  -1.330% | LOSS   |  -0.280% |   72 | SL/음수 종료
2026-01-15 11:15:00 | 36.87% |  +0.357% |  -1.368% | LOSS   |  -0.250% |   72 | SL/음수 종료
2026-01-15 11:20:00 | 36.80% |  +0.325% |  -1.399% | LOSS   |  -0.246% |   72 | SL/음수 종료
2026-01-15 11:25:00 | 36.75% |  +0.268% |  -1.455% | LOSS   |  -0.152% |   72 | SL/음수 종료
